Age,workclass,education,education-num,marital,occupation,relationship,sex,capital-gain,capital loss,hours-per-week,salary
37,Private,10th,6,Married-civ-spouse,,Husband,,0,0,40,1
38,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,50,0
20,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,24,1
38,State-gov,Some-college,10,Separated,Adm-clerical,Unmarried,,0,0,38,0
52,,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,1
48,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,,0
30,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,,0,0,40,1
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1848,65,1
47,Private,HS-grad,,Married-civ-spouse,Sales,Husband,Male,0,0,45,1
,Local-gov,Bachelors,13,Divorced,Protective-serv,Unmarried,,0,0,60,0
33,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Female,0,0,,0
20,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,15,0
,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,,0,0,40,0
32,Private,Some-college,10,,Transport-moving,Husband,Male,0,1485,45,0
36,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,,0,,40,0
46,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
18,Private,Some-college,10,Never-married,Other-service,Own-child,,0,0,16,1
62,Private,,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,40,0
18,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Female,0,0,40,0
32,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Female,,0,40,1
43,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
20,Private,,9,Never-married,,Unmarried,,0,0,25,0
50,Private,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,0,45,0
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,,Male,0,0,40,0
,Private,,9,Never-married,Craft-repair,Own-child,Male,0,0,40,1
30,Private,HS-grad,9,Married-civ-spouse,,,Male,0,0,40,0
33,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,,40,0
43,Local-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,43,0
38,Private,Some-college,,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
34,Local-gov,Bachelors,13,Never-married,Other-service,Not-in-family,Male,,0,,1
40,Private,Some-college,10,,Adm-clerical,,Female,0,,,0
40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,,0,40,0
41,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
57,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
65,Local-gov,Masters,14,Married-civ-spouse,,Husband,Male,0,1648,4,1
,,,10,Married-civ-spouse,Other-service,Husband,Male,0,0,50,0
59,Private,Prof-school,15,,Prof-specialty,Husband,Male,99999,0,40,0
18,Private,HS-grad,,Never-married,Handlers-cleaners,Own-child,Male,2176,0,25,0
48,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,,0,,45,0
,Private,5th-6th,3,Divorced,Transport-moving,Unmarried,,0,0,40,0
24,Private,HS-grad,9,Married-civ-spouse,Protective-serv,,Male,0,,40,0
27,State-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Male,0,0,,0
40,Private,Masters,14,Married-civ-spouse,,Husband,Male,,0,50,1
,State-gov,Bachelors,13,Married-civ-spouse,,Husband,Male,5013,0,40,1
,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,50,1
71,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,16,1
,Private,12th,,Never-married,Sales,Own-child,Male,,0,,0
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,3137,0,40,0
,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,,,,1
41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,1
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,15,1
34,Private,,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
27,Local-gov,Bachelors,13,Never-married,Prof-specialty,,Female,0,0,45,0
24,Private,,13,Never-married,Prof-specialty,Own-child,Male,0,0,20,1
23,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Male,0,0,30,0
33,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
58,Self-emp-inc,Assoc-voc,11,Divorced,Sales,Not-in-family,Male,2202,,56,0
25,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
44,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,,0
53,Federal-gov,,9,Married-civ-spouse,,Husband,Male,0,0,40,0
38,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,1
36,Private,Bachelors,,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,0
25,,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,0
54,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
31,Private,,8,Separated,Transport-moving,Unmarried,Male,,0,40,0
18,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,,0,0,40,1
26,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Female,0,0,40,0
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,2202,0,50,0
22,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,Male,0,0,55,0
50,State-gov,,10,Married-civ-spouse,Craft-repair,,Male,0,0,40,1
44,,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
37,Private,HS-grad,,Never-married,Other-service,Unmarried,Male,0,0,,0
34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
45,Federal-gov,Some-college,10,Widowed,Tech-support,Not-in-family,Female,0,0,45,0
25,Private,10th,,Married-civ-spouse,Other-service,Own-child,Female,0,0,35,0
20,Private,Some-college,10,,Sales,Unmarried,Female,0,0,40,1
46,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
,Private,Assoc-acdm,,,Tech-support,Own-child,Male,0,0,40,0
45,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,Female,0,0,25,1
57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
28,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,,0,0,40,1
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,7688,0,45,1
32,Private,HS-grad,9,,Handlers-cleaners,Not-in-family,Female,0,0,40,0
,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,1
36,,Bachelors,13,Divorced,Prof-specialty,Unmarried,Male,0,0,45,0
,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,,0
27,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Female,0,0,20,0
48,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,Male,0,0,,0
49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
55,Private,Masters,14,,Tech-support,Husband,Male,,1977,20,0
61,,,9,Divorced,Farming-fishing,Not-in-family,Female,0,0,82,0
42,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,1
42,Federal-gov,,12,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
30,,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
37,Private,Some-college,10,,Transport-moving,Husband,Male,0,0,40,1
,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
30,Private,,11,Married-spouse-absent,Adm-clerical,Not-in-family,Female,0,0,40,0
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,20,0
55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,,1
36,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
33,Private,HS-grad,9,,Other-service,Own-child,Male,0,0,,0
56,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,,0
26,Private,,11,Married-civ-spouse,Craft-repair,Husband,Male,0,2002,,0
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
28,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,60,1
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
48,Private,Some-college,,Widowed,Adm-clerical,Unmarried,Female,0,0,43,0
35,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,,0,0,40,0
39,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
64,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
45,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
27,Private,,3,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
43,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,50,1
23,,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,37,0
25,Private,10th,6,Never-married,Handlers-cleaners,Own-child,,0,1602,40,1
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,,Male,0,,50,0
63,Private,HS-grad,,Married-civ-spouse,Sales,Wife,Female,0,0,35,0
37,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,0,0,40,0
26,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
33,Private,,13,Never-married,Prof-specialty,Not-in-family,Male,,0,40,1
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,,40,0
20,,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,20,0
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,20,0
34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
41,Private,,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
38,Private,Some-college,,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,40,0
38,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,,0,40,1
46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,99999,0,,1
,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,,Female,0,0,60,0
49,Private,Some-college,10,Widowed,Sales,Unmarried,Female,0,,30,0
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,35,0
28,Private,HS-grad,9,Divorced,Adm-clerical,,Female,0,,35,1
54,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,,0
24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,,0
23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,30,1
55,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,,0,,40,0
58,,9th,5,Separated,Craft-repair,Not-in-family,Male,0,0,40,0
19,Private,10th,6,Never-married,Other-service,Other-relative,Female,0,0,20,0
45,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,52,1
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
76,Private,HS-grad,,Widowed,Other-service,Unmarried,Female,0,0,33,0
47,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Female,0,0,40,0
34,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Male,2174,0,40,0
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,0
24,Private,HS-grad,,Separated,Other-service,,Female,0,0,25,1
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,,Female,7688,0,,0
67,Private,Some-college,10,,Transport-moving,Husband,Male,10605,,10,0
24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,,0,40,0
43,Local-gov,Some-college,,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
29,Private,12th,8,Never-married,Craft-repair,,Male,0,,40,0
40,,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,0
61,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,,Male,0,,40,0
45,Local-gov,,16,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,,0
21,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,Female,0,0,50,0
58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,,,40,0
52,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
34,Private,HS-grad,9,Never-married,,Own-child,Male,0,0,,0
20,Private,,,Never-married,Prof-specialty,Other-relative,Female,594,0,20,0
46,Private,HS-grad,,,Machine-op-inspct,,Male,0,0,40,0
54,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
43,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,25,0
65,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,Male,11678,0,50,0
37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,,0,0,40,0
29,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Male,10520,0,40,0
44,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
37,Federal-gov,Some-college,10,Married-civ-spouse,,Husband,Male,,0,40,1
38,Private,,10,Married-civ-spouse,Other-service,Wife,Female,0,0,40,0
35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,5013,0,,0
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,,40,0
,Self-emp-not-inc,,10,Separated,Sales,Unmarried,Male,0,0,,0
23,Private,Some-college,10,Never-married,Other-service,Other-relative,Female,0,0,25,0
25,Self-emp-inc,,13,Never-married,Sales,Not-in-family,Male,0,0,,0
23,Private,Some-college,10,Never-married,Sales,Own-child,,0,0,28,1
47,Private,,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
47,Private,,7,Divorced,Craft-repair,Not-in-family,Female,0,,45,0
25,Private,HS-grad,9,Never-married,,Not-in-family,Male,0,0,40,0
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
50,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,3103,0,40,0
47,Private,HS-grad,9,Divorced,,Unmarried,Female,0,0,40,0
35,Private,Doctorate,16,Married-civ-spouse,,Husband,Male,0,0,45,1
24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,1
,Private,HS-grad,9,Never-married,,Own-child,Male,2176,0,40,0
35,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Female,,0,40,0
30,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Female,0,0,40,0
17,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,20,0
27,,5th-6th,3,Never-married,Other-service,Not-in-family,Male,0,0,60,0
22,Private,HS-grad,9,,Sales,,Female,0,0,15,0
22,State-gov,Some-college,10,Never-married,Adm-clerical,,Female,0,0,40,0
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,0
51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,,0,0,38,0
27,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,30,0
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,0,0,,0
20,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,40,0
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,0
32,Private,HS-grad,9,,Craft-repair,Husband,Male,99999,0,40,0
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,38,0
35,Private,7th-8th,4,Widowed,Other-service,Unmarried,Female,0,0,80,0
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Male,0,0,40,0
34,Private,Some-college,,Never-married,Adm-clerical,Unmarried,Female,0,0,38,1
28,Private,Bachelors,13,,Adm-clerical,Not-in-family,Female,0,0,40,0
38,Private,Bachelors,13,Divorced,Priv-house-serv,Unmarried,Female,0,,24,0
48,Local-gov,Some-college,10,,Protective-serv,Husband,Male,0,0,42,0
34,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
25,Private,HS-grad,9,,Adm-clerical,Wife,Female,0,0,50,1
23,Local-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,0
43,Private,HS-grad,9,Never-married,,Unmarried,Female,0,0,40,0
49,Local-gov,HS-grad,,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,,0,0,40,0
57,Private,HS-grad,,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
24,,Bachelors,13,Never-married,Tech-support,Own-child,Male,0,0,40,0
44,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,58,1
34,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,,0,0,50,1
,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
29,,11th,7,Never-married,Other-service,Unmarried,Female,0,0,40,0
,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,,0,50,0
,Private,HS-grad,9,,Craft-repair,Husband,Male,0,0,40,0
38,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,36,1
,Local-gov,HS-grad,9,Divorced,Protective-serv,,Female,0,0,50,0
53,Private,,10,Widowed,Exec-managerial,Unmarried,Female,0,0,40,0
29,,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,55,0
59,Private,,13,Married-civ-spouse,Sales,,,0,,72,0
31,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,,0,40,0
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
51,Private,Bachelors,13,,Exec-managerial,Not-in-family,Male,0,2559,,0
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,4416,0,40,0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1848,40,0
,Private,HS-grad,9,Divorced,,,Female,0,0,48,0
45,Private,HS-grad,,Never-married,Other-service,Unmarried,Female,0,0,40,0
23,Private,Some-college,,Never-married,Exec-managerial,Other-relative,,,0,40,0
33,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,Female,,0,42,1
44,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Female,0,0,20,1
25,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,1
48,State-gov,Some-college,,Divorced,,Own-child,Male,0,0,40,1
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,40,0
33,,Assoc-voc,11,,Prof-specialty,Wife,Female,3103,0,,1
20,Private,Some-college,10,Married-civ-spouse,Sales,Other-relative,Female,0,0,30,0
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,,40,0
71,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,0
22,State-gov,Bachelors,13,Never-married,,Not-in-family,Female,0,0,40,0
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,,,50,0
27,Private,11th,7,Never-married,Craft-repair,Other-relative,Male,0,0,60,0
40,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,35,0
30,Private,,10,Divorced,,Unmarried,Male,0,0,50,0
,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
30,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,,0,0,40,0
35,Private,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,Male,5013,0,,0
39,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,,0
74,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Male,0,0,,1
32,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,15024,,50,0
25,Private,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,0
64,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,40,1
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,7298,0,40,0
37,,Bachelors,,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,37,0
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,,0
33,Private,,9,Married-civ-spouse,Machine-op-inspct,Husband,,,0,40,0
40,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,,0,0,40,0
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,80,0
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
37,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,55,0
30,Self-emp-inc,Some-college,,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,70,0
20,Private,12th,8,,Prof-specialty,Not-in-family,Female,0,0,35,0
53,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,38,0
43,Private,Bachelors,13,,Craft-repair,Husband,Male,0,0,48,0
